Date	Treatment	Dye	CFU_Survival	sample	n_root	n_cells	n_singlet	n_live	n_inter	n_dead	n_PIDead	percent_Dead	percent_Live	percent_inter	FGS	name
32024	0.6	Both	0.4753846154	032024_Ca Log Corre_Experiment_Plate_0.6_b.fcs	30000	21380	11674	4246	7182	198	1831	0.01696076752	0.3637142368	0.6152132945	0.6543601165	032024_Ca Log Corre_Experiment_Plate_0.6_b.fcs
32024	0.6	PI	0.4753846154	032024_Ca Log Corre_Experiment_Plate_0.6_p.fcs	30000	21297	11665	11249	0	0	428	0	0.9643377625	0	0.9643377625	032024_Ca Log Corre_Experiment_Plate_0.6_p.fcs
32024	1000	Both	0	032024_Ca Log Corre_Experiment_Plate_1000_b.fcs	30000	22439	10942	253	35	10611	10500	0.9697495887	0.02312191555	0.00319868397	-0.9450283312	032024_Ca Log Corre_Experiment_Plate_1000_b.fcs
32024	1000	PI	0	032024_Ca Log Corre_Experiment_Plate_1000_p.fcs	21145	16741	8700	453	0	0	8251	0	0.05206896552	0	0.05206896552	032024_Ca Log Corre_Experiment_Plate_1000_p.fcs
32024	6	Both	0.0002615384615	032024_Ca Log Corre_Experiment_Plate_6_b.fcs	30000	22105	11839	2693	8917	217	1035	0.01832925078	0.2274685362	0.7531886139	0.5857335924	032024_Ca Log Corre_Experiment_Plate_6_b.fcs
32024	6	PI	0.0002615384615	032024_Ca Log Corre_Experiment_Plate_6_p.fcs	30000	22331	12085	11890	0	1	206	8.27E-05	0.9838642946	0	0.9837815474	032024_Ca Log Corre_Experiment_Plate_6_p.fcs
32324	0	Both	1	032324_Ca Log Corre_Experiment_Plate_0_b.fcs	30000	27843	15736	2824	12840	48	2206	0.003050330452	0.1794611083	0.815963396	0.5843924759	032324_Ca Log Corre_Experiment_Plate_0_b.fcs
32324	0	PI	1	032324_Ca Log Corre_Experiment_Plate_0_p.fcs	30000	27066	16191	16085	0	0	122	0	0.993453153	0	0.993453153	032324_Ca Log Corre_Experiment_Plate_0_p.fcs
32324	0.6	Both	0.1711864407	032324_Ca Log Corre_Experiment_Plate_0.6_b.fcs	30000	21105	11680	7315	4212	134	1392	0.01147260274	0.6262842466	0.3606164384	0.795119863	032324_Ca Log Corre_Experiment_Plate_0.6_b.fcs
32324	0.6	PI	0.1711864407	032324_Ca Log Corre_Experiment_Plate_0.6_p.fcs	30000	20104	11202	11070	0	0	146	0	0.9882163899	0	0.9882163899	032324_Ca Log Corre_Experiment_Plate_0.6_p.fcs
32324	1000	Both	0	032324_Ca Log Corre_Experiment_Plate_1000_b.fcs	30000	26165	12668	4	0	12630	12459	0.9970003158	3.16E-04	0	-0.9966845595	032324_Ca Log Corre_Experiment_Plate_1000_b.fcs
32324	1000	PI	0	032324_Ca Log Corre_Experiment_Plate_1000_p.fcs	28959	25836	12763	32	0	0	12732	0	0.002507247512	0	0.002507247512	032324_Ca Log Corre_Experiment_Plate_1000_p.fcs
32324	6	Both	0.0001016949153	032324_Ca Log Corre_Experiment_Plate_6_b.fcs	30000	23687	12630	3699	8445	483	1230	0.03824228029	0.2928741093	0.6686460808	0.5889548694	032324_Ca Log Corre_Experiment_Plate_6_b.fcs
32324	6	PI	0.0001016949153	032324_Ca Log Corre_Experiment_Plate_6_p.fcs	30000	22877	12095	11562	0	0	542	0	0.9559322034	0	0.9559322034	032324_Ca Log Corre_Experiment_Plate_6_p.fcs
